symbol_group_name,vmsize,filesize
lj_bcwrite,240,299
udp_create,240,299
cpluaopen,240,298
meth_bind,240,298
var_new,240,296
ResourceChunkCacheDestroy(),236,359
_branch_* (library),236,300
adjuststack,236,296
glfwCrc16,236,294
gcm_mult,236,293
_update_* (library),236,460
udp_open,232,361
_validate_* (library),232,330
JNIAttachCurrentThreadIfNeeded,232,311
_socket_* (library),232,300
ffi_checkctype,232,295
socket_select,232,294
bcread_ktabk,232,293
tcp_open,232,289
oggpack_readinit,228,293
ffh_resume,228,287
index2adr,228,286
_setkey_* (library),226,572
CreateGlyphBankFont(),224,325
err_msgv,224,305
_pkcs_* (library),224,289
err_argmsg,224,283
ffi_pairs,224,282
lj_cparse,224,282
_SoundEvent_* (library),221,516
_EmissiveStrength_* (library),221,527
_StopSound_* (library),221,494
_SetSpeed_* (library),221,489
_SetGain_* (library),221,485
_SetPan_* (library),221,476
_SetVsync_* (library),221,485
_Ior_* (library),221,446
jmp_patchtestreg,220,285
bit_rol,220,276
_SetText_* (library),218,504
_PauseSound_* (library),218,516
_StopParticleFX_* (library),218,512
_AnimationInstanceDesc_* (library),218,506
_Reload_* (library),218,476
meth_getfamily,216,327
meth_setfd,216,323
bit_arshift,216,276
lex_newline,216,276
oggpack_adv,216,276
reader_func,216,276
bit_lshift,216,275
bit_rshift,216,275
bit_ror,216,272
_ListValue_* (library),216,433
btCollisionPairCallback,216,512
_RunScript_* (library),216,414
_ClearColor_* (library),216,411
_udata_* (library),216,339
_SetScale_* (library),216,391
_BufferDesc_* (library),216,387
_GamepadMaps_* (library),216,387
_AnimationSet_* (library),216,392
b2TestOverlap(),212,311
_glfwRefreshContextParams,212,286
lex_skipeq,212,271
_comment_* (library),212,349
stbtt__GetGlyfOffset(),208,301
dmHashBufferNoReverse32,208,280
glfwAndroidPollEvents,208,278
package_lib,208,268
dmDoubleLinkedList,208,610
_ZN12_* (library),204,504
b2CollideCircles(),204,324
_is_* (library),204,275
_randomize_* (library),204,270
finalize,204,261
meth_listen,200,284
gc_sweepstr,200,260
strscan_oct,200,260
hash_dense,200,259
max_expand,200,259
protected_,200,259
ov_clear,200,257
ov_info,200,256
getfd,200,254
hookf,200,254
CProfileNode,200,390
_can_* (library),200,444
_glfwAndroidPlatformAfterFlushEvents,196,281
_have_* (library),196,266
dmExportedSymbols,196,262
strscan_double,196,259
fs_init,196,252
sort_comp,192,250
classend,192,249
setpath,192,248
_ScriptUnrefMessage_* (library),192,399
_ResetConstantTileMap_* (library),192,391
_SetFlipHorizontal_* (library),192,385
_SetFlipVertical_* (library),192,381
_SetUpdateFrequency_* (library),192,379
_GamepadModifier_* (library),192,375
_HashDigest_* (library),192,371
_RayCastMissed_* (library),192,371
_Exit_* (library),192,351
dmHashContainer(),192,194
dLineClosestApproach(),188,287
stbi__get8(),188,268
glfwAccelerometerEnable,188,260
_multiply_* (library),188,255
_shift_* (library),188,253
oggbyte_read1,188,250
callhook,188,245
GBGetGlyphIndex(),184,260
EngineMainThread(),184,256
dmSnPrintf(),184,254
auxiliar_checkclass,184,252
dmStrlCat(),184,251
debug_getupvalue,184,249
LooperCallback,184,247
_driver_* (library),180,257
glfwAndroidHandleCommand,180,253
JobContext,180,248
hash_sparse,180,240
socket_bind,180,240
bcemit_jmp,180,239
expr_index,180,239
hashkey,180,236
die,180,232
meth_getfd,176,307
computeIconifiedState,176,246
socket_listen,176,238
dmRecord,176,593
meth_dirty,172,279
_glfwAndroidPlatformOnInitWindow,172,253
_finish_* (library),172,244
